Standard name,Common name,Type,Lib yH298-parent-pool1
GWK60_G04279,GWK60_G04279,ORF,0
GWK60_G04301,GWK60_G04301,ORF,0
GWK60_G04323,GWK60_G04323,ORF,2
GWK60_G04345,GWK60_G04345,ORF,0
GWK60_G04367,GWK60_G04367,ORF,1
GWK60_G04389,PKH2,ORF,2
GWK60_G04411,GWK60_G04411,ORF,0
GWK60_G04433,GWK60_G04433,ORF,1
GWK60_G04455,GWK60_G04455,ORF,1
GWK60_G04477,GWK60_G04477,ORF,1
GWK60_G04499,GWK60_G04499,ORF,1
GWK60_G04521,GWK60_G04521,ORF,3
GWK60_G04543,GWK60_G04543,ORF,1
GWK60_G04565,GWK60_G04565,ORF,4
GWK60_G04587,GWK60_G04587,ORF,3
GWK60_G04609,GWK60_G04609,ORF,2
GWK60_G04631,SUR4,ORF,3
GWK60_G04653,ROM2,ORF,0
GWK60_G04675,GWK60_G04675,ORF,0
GWK60_G04697,GWK60_G04697,ORF,0
GWK60_G04719,GWK60_G04719,ORF,0
GWK60_G04741,GWK60_G04741,ORF,0
GWK60_G04763,GWK60_G04763,ORF,0
GWK60_G04785,GWK60_G04785,ORF,3
GWK60_G04807,GWK60_G04807,ORF,0
GWK60_G04829,GWK60_G04829,ORF,0
GWK60_G04851,GWK60_G04851,ORF,0
GWK60_G04873,GWK60_G04873,ORF,1
GWK60_G04895,GWK60_G04895,ORF,0
GWK60_G04939,GWK60_G04939,ORF,0
GWK60_G04961,GWK60_G04961,ORF,3
GWK60_G04983,GWK60_G04983,ORF,2
GWK60_G05005,DOS1,ORF,4
GWK60_G05027,GWK60_G05027,ORF,8
GWK60_G05049,GWK60_G05049,ORF,1
GWK60_G05071,GWK60_G05071,ORF,1
GWK60_G05093,GWK60_G05093,ORF,5
GWK60_G05115,GWK60_G05115,ORF,1
GWK60_G05137,TPS2,ORF,1
GWK60_G05159,GWK60_G05159,ORF,2
GWK60_G05181,GWK60_G05181,ORF,0
GWK60_G05203,GWK60_G05203,ORF,0
GWK60_G05225,HO,ORF,3
GWK60_G05247,GWK60_G05247,ORF,2
GWK60_G05269,GWK60_G05269,ORF,0
GWK60_G05291,GWK60_G05291,ORF,1
GWK60_G05313,GWK60_G05313,ORF,1
GWK60_G05335,GWK60_G05335,ORF,9
GWK60_G05357,GWK60_G05357,ORF,2
GWK60_G05379,GWK60_G05379,ORF,0
GWK60_G05401,GWK60_G05401,ORF,1
GWK60_G05423,GWK60_G05423,ORF,4
GWK60_G05445,GWK60_G05445,ORF,3
GWK60_G05467,GWK60_G05467,ORF,0
GWK60_G05489,GWK60_G05489,ORF,1
GWK60_G05511,GDH2,ORF,18
GWK60_G05533,GWK60_G05533,ORF,3
GWK60_G05555,GWK60_G05555,ORF,0
GWK60_G05577,GWK60_G05577,ORF,1
GWK60_G05599,GWK60_G05599,ORF,0
GWK60_G05621,GWK60_G05621,ORF,2
GWK60_G05643,GWK60_G05643,ORF,1
GWK60_G05665,GWK60_G05665,ORF,2
GWK60_G05687,GWK60_G05687,ORF,0
GWK60_G05709,GWK60_G05709,ORF,0
GWK60_G05731,GWK60_G05731,ORF,8
GWK60_G05753,GWK60_G05753,ORF,0
GWK60_G05775,GWK60_G05775,ORF,1
GWK60_G05797,GWK60_G05797,ORF,0
GWK60_G05819,GWK60_G05819,ORF,1
GWK60_G05841,ARO9,ORF,3
GWK60_G05863,GWK60_G05863,ORF,1
GWK60_G05885,GWK60_G05885,ORF,1
GWK60_G05907,GWK60_G05907,ORF,1
GWK60_G05929,GWK60_G05929,ORF,1
GWK60_G05951,GWK60_G05951,ORF,1
GWK60_G05973,GWK60_G05973,ORF,3
GWK60_G06017,GWK60_G06017,ORF,0
GWK60_G06039,GWK60_G06039,ORF,0
GWK60_G06061,GWK60_G06061,ORF,0
GWK60_G06083,GWK60_G06083,ORF,0
GWK60_G06105,GWK60_G06105,ORF,1
GWK60_G06127,GWK60_G06127,ORF,4
GWK60_G06149,GWK60_G06149,ORF,0
GWK60_G06171,GWK60_G06171,ORF,3
GWK60_G06193,GWK60_G06193,ORF,6
GWK60_G06215,GWK60_G06215,ORF,3
GWK60_G06237,GWK60_G06237,ORF,1
GWK60_G06259,GWK60_G06259,ORF,0
GWK60_G06303,PHO23,ORF,2
GWK60_G06325,GWK60_G06325,ORF,1
GWK60_G06347,GWK60_G06347,ORF,0
GWK60_G06369,GWK60_G06369,ORF,5
GWK60_G06391,GWK60_G06391,ORF,0
GWK60_G06413,MET4,ORF,1
GWK60_G06435,GWK60_G06435,ORF,12
GWK60_G06457,GWK60_G06457,ORF,1
GWK60_G06479,GWK60_G06479,ORF,0
GWK60_G06501,GWK60_G06501,ORF,0
GWK60_G06523,GWK60_G06523,ORF,1
GWK60_G06545,GWK60_G06545,ORF,0
GWK60_G06567,GWK60_G06567,ORF,3
GWK60_G06589,GWK60_G06589,ORF,2
GWK60_G06611,GWK60_G06611,ORF,3
GWK60_G06633,GWK60_G06633,ORF,0
GWK60_G06655,GWK60_G06655,ORF,2
GWK60_G06677,PHM3,ORF,0
GWK60_G06699,GWK60_G06699,ORF,0
GWK60_G06721,GWK60_G06721,ORF,0
GWK60_G06743,GWK60_G06743,ORF,2
GWK60_G06765,GWK60_G06765,ORF,0
GWK60_G06787,GWK60_G06787,ORF,0
GWK60_G06809,GWK60_G06809,ORF,0
GWK60_G06831,APT1,ORF,0
GWK60_G06853,GWK60_G06853,ORF,1
GWK60_G06897,GWK60_G06897,ORF,0
GWK60_G06919,GWK60_G06919,ORF,0
GWK60_G06941,GWK60_G06941,ORF,2
GWK60_G06963,GWK60_G06963,ORF,8
GWK60_G06985,GWK60_G06985,ORF,48
GWK60_G07007,GWK60_G07007,ORF,1
GWK60_G07029,GWK60_G07029,ORF,1
GWK60_G07051,GWK60_G07051,ORF,0
GWK60_G07073,GWK60_G07073,ORF,0
GWK60_G07095,GWK60_G07095,ORF,3
GWK60_G07117,GWK60_G07117,ORF,0
GWK60_G07139,GWK60_G07139,ORF,0
GWK60_G07161,GWK60_G07161,ORF,0
GWK60_G07183,MNN11,ORF,2
GWK60_G07205,GWK60_G07205,ORF,0
GWK60_G07227,GWK60_G07227,ORF,2
GWK60_G07249,GWK60_G07249,ORF,0
GWK60_G07271,GWK60_G07271,ORF,0
GWK60_G07293,GWK60_G07293,ORF,0
GWK60_G07315,GWK60_G07315,ORF,1
GWK60_G07337,GWK60_G07337,ORF,2
GWK60_G07359,GWK60_G07359,ORF,11
GWK60_G07381,GWK60_G07381,ORF,2
GWK60_G07403,GWK60_G07403,ORF,4
GWK60_G07425,GWK60_G07425,ORF,0
GWK60_G07447,GWK60_G07447,ORF,5
GWK60_G07469,GWK60_G07469,ORF,0
GWK60_G07491,GWK60_G07491,ORF,0
GWK60_G07513,GWK60_G07513,ORF,2
GWK60_G07535,GWK60_G07535,ORF,1
GWK60_G07557,GWK60_G07557,ORF,0
GWK60_G07579,GWK60_G07579,ORF,0
GWK60_G07601,GWK60_G07601,ORF,0
GWK60_G07623,GWK60_G07623,ORF,0
GWK60_G07645,GWK60_G07645,ORF,0
GWK60_G07667,GWK60_G07667,ORF,0
GWK60_G07689,GWK60_G07689,ORF,1
GWK60_G07711,GWK60_G07711,ORF,0
GWK60_G07733,GWK60_G07733,ORF,6
GWK60_G07755,GWK60_G07755,ORF,2
GWK60_G07777,GWK60_G07777,ORF,0
GWK60_G07799,GWK60_G07799,ORF,2
GWK60_G07821,GWK60_G07821,ORF,2
GWK60_G07843,GWK60_G07843,ORF,2
GWK60_G07865,GWK60_G07865,ORF,1
GWK60_G07887,GWK60_G07887,ORF,1
GWK60_G07909,GWK60_G07909,ORF,0
GWK60_G07931,GWK60_G07931,ORF,0
GWK60_G07953,GWK60_G07953,ORF,2
GWK60_G07975,GWK60_G07975,ORF,2
GWK60_G07997,GWK60_G07997,ORF,0
GWK60_G08019,GWK60_G08019,ORF,0
GWK60_G08041,GWK60_G08041,ORF,0
GWK60_G08063,ARV1,ORF,0
GWK60_G08085,GWK60_G08085,ORF,2
GWK60_G08107,VPS34,ORF,0
GWK60_G08129,GWK60_G08129,ORF,0
GWK60_G08151,GWK60_G08151,ORF,1
GWK60_G08173,GWK60_G08173,ORF,1
GWK60_G08195,THI7,ORF,0
GWK60_G08217,GWK60_G08217,ORF,0
GWK60_G08239,GWK60_G08239,ORF,2
GWK60_G08283,GWK60_G08283,ORF,0
GWK60_G08305,GWK60_G08305,ORF,5
GWK60_G08327,QDR2,ORF,1
GWK60_G08349,GWK60_G08349,ORF,2
GWK60_G08371,GWK60_G08371,ORF,0
GWK60_G08393,GWK60_G08393,ORF,3
GWK60_G08415,GWK60_G08415,ORF,5
GWK60_G08437,GWK60_G08437,ORF,3
GWK60_G08459,GWK60_G08459,ORF,0
GWK60_G08481,GWK60_G08481,ORF,1
GWK60_G08503,GWK60_G08503,ORF,0
GWK60_G08525,GWK60_G08525,ORF,0
GWK60_G08547,GWK60_G08547,ORF,4
GWK60_G08569,GWK60_G08569,ORF,2
GWK60_G08591,GWK60_G08591,ORF,0
GWK60_G08613,GWK60_G08613,ORF,1
GWK60_G08635,GWK60_G08635,ORF,0
GWK60_G08657,GWK60_G08657,ORF,1
GWK60_G08701,GWK60_G08701,ORF,2
GWK60_G08723,GWK60_G08723,ORF,0
GWK60_G08745,GWK60_G08745,ORF,3
GWK60_G08767,GWK60_G08767,ORF,0
GWK60_G08789,GWK60_G08789,ORF,0
GWK60_G08811,GWK60_G08811,ORF,0
GWK60_G08833,GWK60_G08833,ORF,0
GWK60_G08855,GWK60_G08855,ORF,0
GWK60_G08877,GWK60_G08877,ORF,8
GWK60_G08899,GWK60_G08899,ORF,1
GWK60_G08921,GWK60_G08921,ORF,0
GWK60_G08943,GWK60_G08943,ORF,1
GWK60_G08965,GWK60_G08965,ORF,3
GWK60_G08987,GWK60_G08987,ORF,1
GWK60_G09009,GWK60_G09009,ORF,2
GWK60_G09031,GWK60_G09031,ORF,1
GWK60_G09053,GWK60_G09053,ORF,0
GWK60_G09075,GWK60_G09075,ORF,0
GWK60_G09097,GWK60_G09097,ORF,1
GWK60_G09119,TDH3,ORF,1
GWK60_G09163,CRH1,ORF,3
GWK60_G09207,GWK60_G09207,ORF,0
GWK60_G09229,GWK60_G09229,ORF,6
GWK60_G09251,GWK60_G09251,ORF,0
GWK60_G09273,GWK60_G09273,ORF,6
GWK60_G09295,GWK60_G09295,ORF,1
GWK60_G09317,GWK60_G09317,ORF,0
GWK60_G09339,GWK60_G09339,ORF,4
GWK60_G09361,GWK60_G09361,ORF,13
GWK60_G09383,GWK60_G09383,ORF,0
GWK60_G09405,GWK60_G09405,ORF,1
GWK60_G09427,GWK60_G09427,ORF,0
GWK60_G09449,GWK60_G09449,ORF,0
GWK60_G09471,GWK60_G09471,ORF,5
GWK60_G09493,GWK60_G09493,ORF,1
GWK60_G09515,GWK60_G09515,ORF,0
GWK60_G09537,GWK60_G09537,ORF,0
GWK60_G09559,GWK60_G09559,ORF,1
GWK60_G09581,GWK60_G09581,ORF,1
GWK60_G09603,GWK60_G09603,ORF,0
GWK60_G09625,GWK60_G09625,ORF,4
GWK60_G09647,GWK60_G09647,ORF,0
GWK60_G09669,GWK60_G09669,ORF,0
GWK60_G09691,GDB1,ORF,19
GWK60_G09713,GWK60_G09713,ORF,1
GWK60_G09735,GWK60_G09735,ORF,0
GWK60_G09757,GWK60_G09757,ORF,0
GWK60_G09779,GWK60_G09779,ORF,1
GWK60_G09801,GWK60_G09801,ORF,3
GWK60_G09823,GWK60_G09823,ORF,0
GWK60_G09845,GWK60_G09845,ORF,1
GWK60_G09867,GWK60_G09867,ORF,1
GWK60_G09889,AWP6,ORF,4
GWK60_G09911,AWP12,ORF,0
GWK60_H00011,GWK60_H00011,ORF,0
GWK60_H00033,GWK60_H00033,ORF,0
GWK60_H00055,GWK60_H00055,ORF,0
GWK60_H00077,GWK60_H00077,ORF,0
GWK60_H00099,GWK60_H00099,ORF,1
GWK60_H00121,GWK60_H00121,ORF,1
GWK60_H00143,GWK60_H00143,ORF,4
GWK60_H00165,GWK60_H00165,ORF,3
GWK60_H00187,SST2,ORF,1
GWK60_H00209,GWK60_H00209,ORF,1
GWK60_H00231,GWK60_H00231,ORF,8
GWK60_H00253,GWK60_H00253,ORF,0
GWK60_H00275,GWK60_H00275,ORF,0
GWK60_H00297,GWK60_H00297,ORF,0
GWK60_H00319,ATP2,ORF,2
GWK60_H00341,GWK60_H00341,ORF,2
GWK60_H00363,GWK60_H00363,ORF,0
GWK60_H00385,GWK60_H00385,ORF,3
GWK60_H00407,GWK60_H00407,ORF,0
GWK60_H00429,GWK60_H00429,ORF,3
GWK60_H00451,VIK1,ORF,0
GWK60_H00473,GWK60_H00473,ORF,0
GWK60_H00495,GWK60_H00495,ORF,18
GWK60_H00517,GWK60_H00517,ORF,0
GWK60_H00539,GWK60_H00539,ORF,28
GWK60_H00561,GWK60_H00561,ORF,6
GWK60_H00583,GWK60_H00583,ORF,5
GWK60_H00605,GWK60_H00605,ORF,0
GWK60_H00627,GWK60_H00627,ORF,3
GWK60_H00649,GWK60_H00649,ORF,0
GWK60_H00671,GWK60_H00671,ORF,1
GWK60_H00693,GWK60_H00693,ORF,0
GWK60_H00715,GWK60_H00715,ORF,1
GWK60_H00737,GWK60_H00737,ORF,5
GWK60_H00759,GWK60_H00759,ORF,0
GWK60_H00781,GWK60_H00781,ORF,5
GWK60_H00803,GWK60_H00803,ORF,0
GWK60_H00825,GWK60_H00825,ORF,1
GWK60_H00847,GWK60_H00847,ORF,2
GWK60_H00869,GWK60_H00869,ORF,0
GWK60_H00891,GWK60_H00891,ORF,1
GWK60_H00913,GWK60_H00913,ORF,6
GWK60_H00935,GWK60_H00935,ORF,2
GWK60_H00957,GWK60_H00957,ORF,3
GWK60_H00979,GWK60_H00979,ORF,5
GWK60_H01001,GWK60_H01001,ORF,1
GWK60_H01023,GWK60_H01023,ORF,18
GWK60_H01045,GWK60_H01045,ORF,0
GWK60_H01067,SSD1,ORF,1
GWK60_H01089,GWK60_H01089,ORF,1
GWK60_H01111,GWK60_H01111,ORF,2
GWK60_H01133,GWK60_H01133,ORF,1
GWK60_H01155,SUR2,ORF,1
GWK60_H01177,GWK60_H01177,ORF,1
GWK60_H01199,GWK60_H01199,ORF,0
GWK60_H01221,GWK60_H01221,ORF,0
GWK60_H01243,GWK60_H01243,ORF,1
GWK60_H01265,GWK60_H01265,ORF,0
GWK60_H01287,GWK60_H01287,ORF,2
GWK60_H01309,CPR5,ORF,1
GWK60_H01331,GWK60_H01331,ORF,0
GWK60_H01353,GWK60_H01353,ORF,0
GWK60_H01375,GWK60_H01375,ORF,0
GWK60_H01397,GWK60_H01397,ORF,0
GWK60_H01419,GWK60_H01419,ORF,4
GWK60_H01441,GWK60_H01441,ORF,0
GWK60_H01463,GWK60_H01463,ORF,0
GWK60_H01485,GWK60_H01485,ORF,1
GWK60_H01507,GWK60_H01507,ORF,7
GWK60_H01529,EUG1,ORF,2
GWK60_H01551,GWK60_H01551,ORF,1
GWK60_H01573,GWK60_H01573,ORF,0
GWK60_H01595,GWK60_H01595,ORF,3
GWK60_H01617,CBF1,ORF,2
GWK60_H01639,GWK60_H01639,ORF,7
GWK60_H01661,GWK60_H01661,ORF,1
GWK60_H01683,GWK60_H01683,ORF,0
GWK60_H01727,GWK60_H01727,ORF,0
GWK60_H01749,GWK60_H01749,ORF,11
GWK60_H01815,GWK60_H01815,ORF,0
GWK60_H01837,GWK60_H01837,ORF,0
GWK60_H01859,GWK60_H01859,ORF,0
GWK60_H01881,GWK60_H01881,ORF,2
GWK60_H01903,GWK60_H01903,ORF,2
GWK60_H01925,GWK60_H01925,ORF,0
GWK60_H01947,GWK60_H01947,ORF,0
GWK60_H01969,GWK60_H01969,ORF,0
GWK60_H01991,GWK60_H01991,ORF,0
GWK60_H02013,GWK60_H02013,ORF,1
GWK60_H02035,GWK60_H02035,ORF,6
GWK60_H02057,GWK60_H02057,ORF,7
GWK60_H02079,GWK60_H02079,ORF,0
GWK60_H02101,GWK60_H02101,ORF,2
GWK60_H02123,GWK60_H02123,ORF,0
GWK60_H02145,GWK60_H02145,ORF,4
GWK60_H02167,GWK60_H02167,ORF,8
GWK60_H02189,GWK60_H02189,ORF,0
GWK60_H02211,GWK60_H02211,ORF,3
GWK60_H02233,GWK60_H02233,ORF,1
GWK60_H02255,GWK60_H02255,ORF,0
GWK60_H02277,GWK60_H02277,ORF,2
GWK60_H02299,GWK60_H02299,ORF,1
GWK60_H02321,GWK60_H02321,ORF,17
GWK60_H02343,GWK60_H02343,ORF,3
GWK60_H02365,GWK60_H02365,ORF,0
GWK60_H02387,GWK60_H02387,ORF,2
GWK60_H02409,SPE2,ORF,0
GWK60_H02453,GWK60_H02453,ORF,6
GWK60_H02475,GWK60_H02475,ORF,1
GWK60_H02497,GWK60_H02497,ORF,2
GWK60_H02519,GWK60_H02519,ORF,4
GWK60_H02541,MAS1,ORF,0
GWK60_H02585,GWK60_H02585,ORF,0
GWK60_H02607,GWK60_H02607,ORF,0
GWK60_H02629,GWK60_H02629,ORF,2
GWK60_H02651,GWK60_H02651,ORF,0
GWK60_H02673,GWK60_H02673,ORF,3
GWK60_H02695,GWK60_H02695,ORF,0
GWK60_H02739,GWK60_H02739,ORF,0
GWK60_H02761,TOS8,ORF,0
GWK60_H02805,GWK60_H02805,ORF,0
GWK60_H02827,GWK60_H02827,ORF,1
GWK60_H02849,GWK60_H02849,ORF,0
GWK60_H02871,GWK60_H02871,ORF,0
GWK60_H02893,GWK60_H02893,ORF,1
GWK60_H02915,GWK60_H02915,ORF,0
GWK60_H02937,MFalpha,ORF,0
GWK60_H02959,GWK60_H02959,ORF,0
GWK60_H02981,GWK60_H02981,ORF,0
GWK60_H03003,GWK60_H03003,ORF,0
GWK60_H03025,GWK60_H03025,ORF,0
GWK60_H03047,GWK60_H03047,ORF,2
GWK60_H03069,GWK60_H03069,ORF,0
GWK60_H03091,GWK60_H03091,ORF,2
GWK60_H03113,GWK60_H03113,ORF,1
GWK60_H03135,GWK60_H03135,ORF,2
GWK60_H03157,GWK60_H03157,ORF,2
GWK60_H03179,DBP3,ORF,1
GWK60_H03201,GWK60_H03201,ORF,6
GWK60_H03223,GWK60_H03223,ORF,0
GWK60_H03245,GWK60_H03245,ORF,9
GWK60_H03267,AFT1,ORF,0
GWK60_H03289,GWK60_H03289,ORF,0
GWK60_H03311,MNP1,ORF,0
GWK60_H03333,GWK60_H03333,ORF,0
GWK60_H03355,GWK60_H03355,ORF,3
GWK60_H03377,GWK60_H03377,ORF,2
GWK60_H03399,GWK60_H03399,ORF,1
GWK60_H03421,GWK60_H03421,ORF,2
GWK60_H03443,GWK60_H03443,ORF,2
GWK60_H03465,GWK60_H03465,ORF,0
GWK60_H03487,GWK60_H03487,ORF,1
GWK60_H03509,GWK60_H03509,ORF,0
GWK60_H03531,GWK60_H03531,ORF,12
GWK60_H03553,GWK60_H03553,ORF,0
GWK60_H03575,LEU2,ORF,2
GWK60_H03597,GWK60_H03597,ORF,0
GWK60_H03619,GWK60_H03619,ORF,0
GWK60_H03641,GWK60_H03641,ORF,1
GWK60_H03663,GWK60_H03663,ORF,0
GWK60_H03685,GWK60_H03685,ORF,3
GWK60_H03707,GWK60_H03707,ORF,1
GWK60_H03729,GWK60_H03729,ORF,0
GWK60_H03751,GWK60_H03751,ORF,3
GWK60_H03773,GWK60_H03773,ORF,0
GWK60_H03795,GWK60_H03795,ORF,4
GWK60_H03817,GWK60_H03817,ORF,0
GWK60_H03839,GWK60_H03839,ORF,4
GWK60_H03861,GWK60_H03861,ORF,5
GWK60_H03883,ERG13,ORF,0
GWK60_H03905,GWK60_H03905,ORF,3
GWK60_H03927,GWK60_H03927,ORF,2
GWK60_H03949,GWK60_H03949,ORF,12
GWK60_H03971,GWK60_H03971,ORF,3
GWK60_H03993,GWK60_H03993,ORF,0
GWK60_H04015,GWK60_H04015,ORF,7
GWK60_H04037,GWK60_H04037,ORF,1
GWK60_H04059,MT-II,ORF,0
GWK60_H04081,GWK60_H04081,ORF,0
GWK60_H04103,MT-IIB,ORF,0
GWK60_H04125,GWK60_H04125,ORF,0
GWK60_H04147,MT-IIC,ORF,0
GWK60_H04169,GWK60_H04169,ORF,0
GWK60_H04191,GWK60_H04191,ORF,2
GWK60_H04213,GWK60_H04213,ORF,1
GWK60_H04235,GWK60_H04235,ORF,0
GWK60_H04257,WAR1,ORF,5
GWK60_H04279,GWK60_H04279,ORF,1
GWK60_H04301,GWK60_H04301,ORF,0
GWK60_H04345,GWK60_H04345,ORF,3
GWK60_H04367,GWK60_H04367,ORF,6
GWK60_H04389,GWK60_H04389,ORF,2
GWK60_H04411,GWK60_H04411,ORF,0
GWK60_H04433,GWK60_H04433,ORF,8
GWK60_H04455,GWK60_H04455,ORF,0
GWK60_H04477,GWK60_H04477,ORF,2
GWK60_H04499,GWK60_H04499,ORF,6
GWK60_H04521,AP1,ORF,5
GWK60_H04543,ERG6,ORF,0
GWK60_H04565,GWK60_H04565,ORF,0
GWK60_H04587,GWK60_H04587,ORF,0
GWK60_H04609,GWK60_H04609,ORF,0
GWK60_H04631,GWK60_H04631,ORF,0
GWK60_H04653,GWK60_H04653,ORF,0
GWK60_H04675,GWK60_H04675,ORF,1
GWK60_H04697,GWK60_H04697,ORF,0
GWK60_H04719,GWK60_H04719,ORF,2
GWK60_H04741,GWK60_H04741,ORF,1
GWK60_H04763,GWK60_H04763,ORF,5
GWK60_H04785,GWK60_H04785,ORF,5
GWK60_H04807,GWK60_H04807,ORF,2
GWK60_H04829,GWK60_H04829,ORF,1
GWK60_H04851,GWK60_H04851,ORF,3
GWK60_H04873,GWK60_H04873,ORF,0
GWK60_H04895,PSA1,ORF,1
GWK60_H04917,GWK60_H04917,ORF,1
GWK60_H04939,GWK60_H04939,ORF,0
GWK60_H04961,GWK60_H04961,ORF,2
GWK60_H04983,GWK60_H04983,ORF,0
GWK60_H05005,GWK60_H05005,ORF,0
GWK60_H05027,GWK60_H05027,ORF,0
GWK60_H05049,GWK60_H05049,ORF,5
GWK60_H05071,GWK60_H05071,ORF,1
GWK60_H05093,GWK60_H05093,ORF,0
GWK60_H05115,GWK60_H05115,ORF,0
GWK60_H05137,GWK60_H05137,ORF,2
GWK60_H05159,GWK60_H05159,ORF,2
GWK60_H05181,GWK60_H05181,ORF,0
GWK60_H05203,MUK1,ORF,0
GWK60_H05225,GWK60_H05225,ORF,1
GWK60_H05247,GWK60_H05247,ORF,8
GWK60_H05269,GWK60_H05269,ORF,3
GWK60_H05291,GWK60_H05291,ORF,2
GWK60_H05313,GWK60_H05313,ORF,0
GWK60_H05335,GWK60_H05335,ORF,1
GWK60_H05357,PGI1,ORF,0
GWK60_H05401,GWK60_H05401,ORF,0
GWK60_H05423,GWK60_H05423,ORF,2
GWK60_H05445,GWK60_H05445,ORF,2
GWK60_H05467,GWK60_H05467,ORF,0
GWK60_H05489,GWK60_H05489,ORF,0
GWK60_H05511,GWK60_H05511,ORF,2
GWK60_H05533,RLM1,ORF,2
GWK60_H05555,GWK60_H05555,ORF,0
GWK60_H05577,GLR1,ORF,9
GWK60_H05599,GWK60_H05599,ORF,4
GWK60_H05621,GWK60_H05621,ORF,1
GWK60_H05643,GWK60_H05643,ORF,0
GWK60_H05665,GWK60_H05665,ORF,1
GWK60_H05687,GWK60_H05687,ORF,0
GWK60_H05709,GWK60_H05709,ORF,1
GWK60_H05731,GWK60_H05731,ORF,2
GWK60_H05753,GWK60_H05753,ORF,2
GWK60_H05775,GWK60_H05775,ORF,0
GWK60_H05797,GWK60_H05797,ORF,1
GWK60_H05819,GWK60_H05819,ORF,0
GWK60_H05841,GWK60_H05841,ORF,1
GWK60_H05863,GWK60_H05863,ORF,3
GWK60_H05885,GWK60_H05885,ORF,1
GWK60_H05907,GWK60_H05907,ORF,1
GWK60_H05929,GWK60_H05929,ORF,2
GWK60_H05951,FLR1,ORF,4
GWK60_H05973,FLR2,ORF,3
GWK60_H06017,GWK60_H06017,ORF,0
GWK60_H06039,GWK60_H06039,ORF,0
GWK60_H06061,GWK60_H06061,ORF,0
GWK60_H06083,GWK60_H06083,ORF,4
GWK60_H06105,GWK60_H06105,ORF,4
GWK60_H06127,GAL11A,ORF,1
GWK60_H06149,GWK60_H06149,ORF,2
GWK60_H06171,GWK60_H06171,ORF,6
GWK60_H06193,GWK60_H06193,ORF,1
GWK60_H06215,GWK60_H06215,ORF,3
GWK60_H06237,GWK60_H06237,ORF,4
GWK60_H06259,DEP1,ORF,2
GWK60_H06281,CYS3,ORF,2
GWK60_H06303,GWK60_H06303,ORF,0
GWK60_H06325,SSR1,ORF,3
GWK60_H06347,GWK60_H06347,ORF,17
GWK60_H06369,GWK60_H06369,ORF,14
GWK60_H06391,REH1,ORF,1
GWK60_H06413,GWK60_H06413,ORF,0
GWK60_H06435,GWK60_H06435,ORF,3
GWK60_H06457,GWK60_H06457,ORF,1
GWK60_H06479,GWK60_H06479,ORF,0
GWK60_H06501,GWK60_H06501,ORF,0
GWK60_H06523,GWK60_H06523,ORF,5
GWK60_H06545,GWK60_H06545,ORF,1
GWK60_H06567,GWK60_H06567,ORF,4
GWK60_H06589,GWK60_H06589,ORF,2
GWK60_H06611,GWK60_H06611,ORF,8
GWK60_H06633,GWK60_H06633,ORF,4
GWK60_H06655,GWK60_H06655,ORF,3
GWK60_H06677,GWK60_H06677,ORF,2
GWK60_H06699,GWK60_H06699,ORF,1
GWK60_H06721,BNR1,ORF,7
GWK60_H06743,GWK60_H06743,ORF,4
GWK60_H06765,GWK60_H06765,ORF,0
GWK60_H06787,GWK60_H06787,ORF,3
GWK60_H06809,ADH6,ORF,5
GWK60_H06831,ARG81,ORF,3
GWK60_H06853,GWK60_H06853,ORF,0
GWK60_H06875,GWK60_H06875,ORF,0
GWK60_H06897,GWK60_H06897,ORF,5
GWK60_H06919,GWK60_H06919,ORF,4
GWK60_H06941,GWK60_H06941,ORF,0
GWK60_H06963,GWK60_H06963,ORF,0
GWK60_H06985,GWK60_H06985,ORF,1
GWK60_H07007,GWK60_H07007,ORF,1
GWK60_H07029,GWK60_H07029,ORF,4
GWK60_H07051,GWK60_H07051,ORF,0
GWK60_H07073,GWK60_H07073,ORF,1
GWK60_H07095,GWK60_H07095,ORF,1
GWK60_H07117,GWK60_H07117,ORF,0
GWK60_H07139,GWK60_H07139,ORF,2
GWK60_H07161,GWK60_H07161,ORF,0
GWK60_H07183,GWK60_H07183,ORF,0
GWK60_H07205,GWK60_H07205,ORF,0
GWK60_H07227,DYS1,ORF,0
GWK60_H07249,GWK60_H07249,ORF,0
GWK60_H07271,GWK60_H07271,ORF,3
GWK60_H07293,GWK60_H07293,ORF,1
GWK60_H07315,GWK60_H07315,ORF,2
GWK60_H07337,PHO8,ORF,6
GWK60_H07359,GWK60_H07359,ORF,4
GWK60_H07381,KRE2,ORF,4
GWK60_H07403,GWK60_H07403,ORF,0
GWK60_H07425,GWK60_H07425,ORF,0
GWK60_H07447,GWK60_H07447,ORF,0
GWK60_H07469,GWK60_H07469,ORF,1
GWK60_H07491,IFA38,ORF,0
GWK60_H07513,GWK60_H07513,ORF,0
GWK60_H07535,GWK60_H07535,ORF,5
GWK60_H07557,HXK2,ORF,10
GWK60_H07579,GWK60_H07579,ORF,0
GWK60_H07601,GWK60_H07601,ORF,0
GWK60_H07623,GWK60_H07623,ORF,1
GWK60_H07645,GWK60_H07645,ORF,3
GWK60_H07667,GWK60_H07667,ORF,0
GWK60_H07689,RTF1,ORF,2
GWK60_H07711,GWK60_H07711,ORF,3
GWK60_H07733,GWK60_H07733,ORF,4
GWK60_H07755,GWK60_H07755,ORF,3
GWK60_H07777,GWK60_H07777,ORF,0
