Standard name,Common name,Type,Lib yH298-parent-pool1
GWK60_H07799,GWK60_H07799,ORF,0
GWK60_H07821,HAP2,ORF,2
GWK60_H07843,GWK60_H07843,ORF,8
GWK60_H07865,GWK60_H07865,ORF,6
GWK60_H07887,GWK60_H07887,ORF,0
GWK60_H07909,GWK60_H07909,ORF,0
GWK60_H07931,GWK60_H07931,ORF,3
GWK60_H07953,GWK60_H07953,ORF,2
GWK60_H07975,KNH1,ORF,4
GWK60_H07997,GWK60_H07997,ORF,1
GWK60_H08019,GWK60_H08019,ORF,2
GWK60_H08041,GWK60_H08041,ORF,2
GWK60_H08063,GWK60_H08063,ORF,1
GWK60_H08085,GWK60_H08085,ORF,3
GWK60_H08107,GWK60_H08107,ORF,2
GWK60_H08129,GWK60_H08129,ORF,9
GWK60_H08151,GWK60_H08151,ORF,39
GWK60_H08173,GWK60_H08173,ORF,0
GWK60_H08195,GWK60_H08195,ORF,1
GWK60_H08217,GWK60_H08217,ORF,5
GWK60_H08239,HSP10,ORF,0
GWK60_H08261,GWK60_H08261,ORF,5
GWK60_H08283,TPI1,ORF,0
GWK60_H08305,GWK60_H08305,ORF,5
GWK60_H08327,GWK60_H08327,ORF,0
GWK60_H08349,GWK60_H08349,ORF,9
GWK60_H08371,GWK60_H08371,ORF,0
GWK60_H08393,VPS15,ORF,2
GWK60_H08415,GWK60_H08415,ORF,4
GWK60_H08437,GWK60_H08437,ORF,3
GWK60_H08459,GWK60_H08459,ORF,8
GWK60_H08481,GWK60_H08481,ORF,0
GWK60_H08503,GWK60_H08503,ORF,0
GWK60_H08525,GWK60_H08525,ORF,12
GWK60_H08547,ATG11,ORF,5
GWK60_H08569,GWK60_H08569,ORF,0
GWK60_H08591,GWK60_H08591,ORF,1
GWK60_H08613,MCM16,ORF,1
GWK60_H08657,GWK60_H08657,ORF,2
GWK60_H08679,GWK60_H08679,ORF,5
GWK60_H08701,GWK60_H08701,ORF,0
GWK60_H08723,GWK60_H08723,ORF,3
GWK60_H08745,GWK60_H08745,ORF,7
GWK60_H08767,GWK60_H08767,ORF,1
GWK60_H08789,MMT2,ORF,12
GWK60_H08811,GWK60_H08811,ORF,12
GWK60_H08833,GWK60_H08833,ORF,9
GWK60_H08855,GWK60_H08855,ORF,6
GWK60_H08877,GWK60_H08877,ORF,4
GWK60_H08899,GWK60_H08899,ORF,0
GWK60_H08921,GWK60_H08921,ORF,3
GWK60_H08943,GWK60_H08943,ORF,0
GWK60_H08965,GWK60_H08965,ORF,4
GWK60_H08987,GWK60_H08987,ORF,2
GWK60_H09009,GWK60_H09009,ORF,1
GWK60_H09031,FUR1,ORF,1
GWK60_H09053,GWK60_H09053,ORF,2
GWK60_H09075,GWK60_H09075,ORF,11
GWK60_H09097,GWK60_H09097,ORF,14
GWK60_H09119,GWK60_H09119,ORF,57
GWK60_H09141,PEX1,ORF,16
GWK60_H09163,VRG4,ORF,0
GWK60_H09185,SDT1,ORF,5
GWK60_H09207,GWK60_H09207,ORF,3
GWK60_H09229,GWK60_H09229,ORF,8
GWK60_H09273,GWK60_H09273,ORF,4
GWK60_H09295,GWK60_H09295,ORF,1
GWK60_H09317,GWK60_H09317,ORF,29
GWK60_H09339,GWK60_H09339,ORF,1
GWK60_H09361,GWK60_H09361,ORF,9
GWK60_H09383,GWK60_H09383,ORF,4
GWK60_H09405,GWK60_H09405,ORF,0
GWK60_H09427,GWK60_H09427,ORF,17
GWK60_H09449,GWK60_H09449,ORF,0
GWK60_H09471,GWK60_H09471,ORF,0
GWK60_H09493,GWK60_H09493,ORF,1
GWK60_H09515,GWK60_H09515,ORF,0
GWK60_H09559,GWK60_H09559,ORF,3
GWK60_H09581,GWK60_H09581,ORF,5
GWK60_H09603,GWK60_H09603,ORF,7
GWK60_H09625,GWK60_H09625,ORF,0
GWK60_H09647,GWK60_H09647,ORF,24
GWK60_H09669,GWK60_H09669,ORF,8
GWK60_H09691,GWK60_H09691,ORF,3
GWK60_H09713,GWK60_H09713,ORF,24
GWK60_H09735,GWK60_H09735,ORF,14
GWK60_H09757,GWK60_H09757,ORF,35
GWK60_H09779,GWK60_H09779,ORF,2
GWK60_H09801,GWK60_H09801,ORF,4
GWK60_H09823,IPP1,ORF,1
GWK60_H09867,GWK60_H09867,ORF,11
GWK60_H09889,GWK60_H09889,ORF,8
GWK60_H09911,GWK60_H09911,ORF,9
GWK60_H09933,GWK60_H09933,ORF,4
GWK60_H09955,GWK60_H09955,ORF,10
GWK60_H09977,PST2,ORF,6
GWK60_H09999,GWK60_H09999,ORF,18
GWK60_H10021,GWK60_H10021,ORF,9
GWK60_H10043,GWK60_H10043,ORF,1
GWK60_H10065,GWK60_H10065,ORF,10
GWK60_H10087,ARO3,ORF,9
GWK60_H10109,GWK60_H10109,ORF,2
GWK60_H10131,GWK60_H10131,ORF,9
GWK60_H10153,GWK60_H10153,ORF,0
GWK60_H10175,GWK60_H10175,ORF,10
GWK60_H10197,GWK60_H10197,ORF,0
GWK60_H10219,GWK60_H10219,ORF,2
GWK60_H10241,GWK60_H10241,ORF,7
GWK60_H10263,GWK60_H10263,ORF,3
GWK60_H10285,GWK60_H10285,ORF,0
GWK60_H10307,GWK60_H10307,ORF,0
GWK60_H10329,GWK60_H10329,ORF,1
GWK60_H10351,GWK60_H10351,ORF,0
GWK60_H10373,GWK60_H10373,ORF,20
GWK60_H10395,GWK60_H10395,ORF,5
GWK60_H10417,GWK60_H10417,ORF,10
GWK60_H10439,GWK60_H10439,ORF,6
GWK60_H10461,GWK60_H10461,ORF,0
GWK60_H10483,GWK60_H10483,ORF,9
GWK60_H10505,GWK60_H10505,ORF,8
GWK60_H10527,GWK60_H10527,ORF,4
GWK60_H10549,GWK60_H10549,ORF,7
GWK60_H10571,PUB1,ORF,1
GWK60_H10593,EPA17,ORF,0
GWK60_I00011,GWK60_I00011,ORF,0
GWK60_I00033,AQY1,ORF,1
GWK60_I00055,GWK60_I00055,ORF,1
GWK60_I00077,GWK60_I00077,ORF,2
GWK60_I00099,GWK60_I00099,ORF,1
GWK60_I00121,GWK60_I00121,ORF,1
GWK60_I00143,NUD1,ORF,1
GWK60_I00165,GWK60_I00165,ORF,10
GWK60_I00187,GWK60_I00187,ORF,2
GWK60_I00209,FCY21,ORF,5
GWK60_I00231,GWK60_I00231,ORF,2
GWK60_I00253,GWK60_I00253,ORF,0
GWK60_I00275,GWK60_I00275,ORF,4
GWK60_I00297,HIS1,ORF,4
GWK60_I00319,MET30,ORF,0
GWK60_I00341,GWK60_I00341,ORF,9
GWK60_I00363,GWK60_I00363,ORF,2
GWK60_I00385,GWK60_I00385,ORF,1
GWK60_I00407,GWK60_I00407,ORF,8
GWK60_I00429,GVP36,ORF,4
GWK60_I00473,APQ12,ORF,2
GWK60_I00495,GWK60_I00495,ORF,6
GWK60_I00517,GWK60_I00517,ORF,0
GWK60_I00539,GWK60_I00539,ORF,4
GWK60_I00561,GWK60_I00561,ORF,1
GWK60_I00583,GWK60_I00583,ORF,1
GWK60_I00605,CST6,ORF,1
GWK60_I00627,GWK60_I00627,ORF,2
GWK60_I00649,CAP2,ORF,1
GWK60_I00671,BCY1,ORF,0
GWK60_I00693,GWK60_I00693,ORF,0
GWK60_I00715,GWK60_I00715,ORF,5
GWK60_I00737,GWK60_I00737,ORF,0
GWK60_I00759,GWK60_I00759,ORF,0
GWK60_I00825,GWK60_I00825,ORF,4
GWK60_I00847,GWK60_I00847,ORF,0
GWK60_I00869,GWK60_I00869,ORF,0
GWK60_I00891,GWK60_I00891,ORF,0
GWK60_I00913,GWK60_I00913,ORF,4
GWK60_I00935,GWK60_I00935,ORF,5
GWK60_I00957,GWK60_I00957,ORF,1
GWK60_I00979,GWK60_I00979,ORF,0
GWK60_I01001,GWK60_I01001,ORF,0
GWK60_I01023,GWK60_I01023,ORF,0
GWK60_I01045,GWK60_I01045,ORF,3
GWK60_I01067,PHO91,ORF,6
GWK60_I01089,GWK60_I01089,ORF,2
GWK60_I01111,GWK60_I01111,ORF,2
GWK60_I01133,GWK60_I01133,ORF,11
GWK60_I01155,GWK60_I01155,ORF,0
GWK60_I01177,GWK60_I01177,ORF,1
GWK60_I01199,GWK60_I01199,ORF,1
GWK60_I01221,GWK60_I01221,ORF,6
GWK60_I01243,GWK60_I01243,ORF,2
GWK60_I01265,VPS27,ORF,2
GWK60_I01287,GWK60_I01287,ORF,1
GWK60_I01309,GWK60_I01309,ORF,22
GWK60_I01331,YAK1,ORF,12
GWK60_I01353,GWK60_I01353,ORF,0
GWK60_I01375,GWK60_I01375,ORF,4
GWK60_I01397,GWK60_I01397,ORF,1
GWK60_I01419,GWK60_I01419,ORF,7
GWK60_I01441,GWK60_I01441,ORF,3
GWK60_I01463,GWK60_I01463,ORF,0
GWK60_I01485,GWK60_I01485,ORF,19
GWK60_I01507,INO1,ORF,16
GWK60_I01529,GWK60_I01529,ORF,1
GWK60_I01551,FBP26,ORF,7
GWK60_I01573,GWK60_I01573,ORF,3
GWK60_I01595,GWK60_I01595,ORF,2
GWK60_I01617,PIR4,ORF,2
GWK60_I01639,PIR2,ORF,1
GWK60_I01661,PIR1,ORF,2
GWK60_I01683,GWK60_I01683,ORF,2
GWK60_I01705,GWK60_I01705,ORF,4
GWK60_I01727,GWK60_I01727,ORF,0
GWK60_I01749,PEX2,ORF,2
GWK60_I01771,GWK60_I01771,ORF,2
GWK60_I01793,NUC1,ORF,1
GWK60_I01815,GWK60_I01815,ORF,6
GWK60_I01837,RPM2,ORF,1
GWK60_I01859,GWK60_I01859,ORF,0
GWK60_I01881,GWK60_I01881,ORF,0
GWK60_I01903,GWK60_I01903,ORF,2
GWK60_I01925,GWK60_I01925,ORF,1
GWK60_I01969,GWK60_I01969,ORF,1
GWK60_I01991,BEM2,ORF,4
GWK60_I02013,GWK60_I02013,ORF,0
GWK60_I02035,GWK60_I02035,ORF,1
GWK60_I02057,YEY2,ORF,2
GWK60_I02079,GWK60_I02079,ORF,3
GWK60_I02123,GWK60_I02123,ORF,2
GWK60_I02145,GWK60_I02145,ORF,2
GWK60_I02167,GWK60_I02167,ORF,0
GWK60_I02189,GWK60_I02189,ORF,1
GWK60_I02211,GWK60_I02211,ORF,1
GWK60_I02233,FTR1,ORF,1
GWK60_I02255,GWK60_I02255,ORF,0
GWK60_I02277,GWK60_I02277,ORF,0
GWK60_I02299,GWK60_I02299,ORF,4
GWK60_I02321,GWK60_I02321,ORF,3
GWK60_I02343,GWK60_I02343,ORF,5
GWK60_I02365,GWK60_I02365,ORF,4
GWK60_I02409,GWK60_I02409,ORF,0
GWK60_I02431,GWK60_I02431,ORF,3
GWK60_I02453,GWK60_I02453,ORF,4
GWK60_I02475,GWK60_I02475,ORF,1
GWK60_I02497,GWK60_I02497,ORF,1
GWK60_I02519,GWK60_I02519,ORF,36
GWK60_I02541,GWK60_I02541,ORF,6
GWK60_I02563,GWK60_I02563,ORF,4
GWK60_I02585,GWK60_I02585,ORF,0
GWK60_I02607,GWK60_I02607,ORF,0
GWK60_I02629,GWK60_I02629,ORF,9
GWK60_I02651,GWK60_I02651,ORF,8
GWK60_I02673,GWK60_I02673,ORF,6
GWK60_I02695,GWK60_I02695,ORF,5
GWK60_I02717,IDH2,ORF,6
GWK60_I02739,GWK60_I02739,ORF,12
GWK60_I02761,GWK60_I02761,ORF,3
GWK60_I02783,GWK60_I02783,ORF,2
GWK60_I02805,GWK60_I02805,ORF,2
GWK60_I02849,INO4,ORF,1
GWK60_I02871,GWK60_I02871,ORF,3
GWK60_I02915,GWK60_I02915,ORF,6
GWK60_I02937,GWK60_I02937,ORF,8
GWK60_I02959,GWK60_I02959,ORF,0
GWK60_I02981,GWK60_I02981,ORF,5
GWK60_I03003,GWK60_I03003,ORF,4
GWK60_I03025,GWK60_I03025,ORF,4
GWK60_I03047,GWK60_I03047,ORF,0
GWK60_I03069,GWK60_I03069,ORF,0
GWK60_I03091,GWK60_I03091,ORF,6
GWK60_I03113,GWK60_I03113,ORF,5
GWK60_I03135,GWK60_I03135,ORF,0
GWK60_I03157,GWK60_I03157,ORF,1
GWK60_I03179,GWK60_I03179,ORF,3
GWK60_I03201,GWK60_I03201,ORF,3
GWK60_I03223,GWK60_I03223,ORF,5
GWK60_I03245,HAL9,ORF,5
GWK60_I03267,GWK60_I03267,ORF,3
GWK60_I03289,GWK60_I03289,ORF,1
GWK60_I03311,GWK60_I03311,ORF,5
GWK60_I03333,ADH1,ORF,0
GWK60_I03355,GWK60_I03355,ORF,22
GWK60_I03377,GWK60_I03377,ORF,6
GWK60_I03399,GWK60_I03399,ORF,57
GWK60_I03421,GWK60_I03421,ORF,3
GWK60_I03443,GWK60_I03443,ORF,13
GWK60_I03465,GWK60_I03465,ORF,1
GWK60_I03487,GWK60_I03487,ORF,0
GWK60_I03509,GWK60_I03509,ORF,0
GWK60_I03531,GWK60_I03531,ORF,26
GWK60_I03553,GWK60_I03553,ORF,7
GWK60_I03575,GWK60_I03575,ORF,6
GWK60_I03597,GWK60_I03597,ORF,25
GWK60_I03619,GWK60_I03619,ORF,12
GWK60_I03641,GWK60_I03641,ORF,22
GWK60_I03685,GWK60_I03685,ORF,3
GWK60_I03707,GWK60_I03707,ORF,9
GWK60_I03729,GWK60_I03729,ORF,0
GWK60_I03751,GWK60_I03751,ORF,2
GWK60_I03773,PRO3,ORF,0
GWK60_I03795,GWK60_I03795,ORF,12
GWK60_I03817,GWK60_I03817,ORF,0
GWK60_I03839,GWK60_I03839,ORF,5
GWK60_I03861,GWK60_I03861,ORF,0
GWK60_I03883,TIF3,ORF,2
GWK60_I03905,GWK60_I03905,ORF,16
GWK60_I03927,GWK60_I03927,ORF,9
GWK60_I03949,RHO1,ORF,0
GWK60_I03971,GWK60_I03971,ORF,3
GWK60_I03993,GWK60_I03993,ORF,8
GWK60_I04015,GWK60_I04015,ORF,0
GWK60_I04037,GWK60_I04037,ORF,6
GWK60_I04059,GWK60_I04059,ORF,5
GWK60_I04081,GWK60_I04081,ORF,6
GWK60_I04103,DUR3,ORF,17
GWK60_I04125,GWK60_I04125,ORF,1
GWK60_I04191,GWK60_I04191,ORF,0
GWK60_I04213,GWK60_I04213,ORF,1
GWK60_I04235,GWK60_I04235,ORF,17
GWK60_I04257,GWK60_I04257,ORF,1
GWK60_I04279,GWK60_I04279,ORF,8
GWK60_I04301,GWK60_I04301,ORF,1
GWK60_I04323,GWK60_I04323,ORF,1
GWK60_I04345,GWK60_I04345,ORF,0
GWK60_I04367,GWK60_I04367,ORF,0
GWK60_I04389,GWK60_I04389,ORF,0
GWK60_I04433,GWK60_I04433,ORF,7
GWK60_I04455,GWK60_I04455,ORF,6
GWK60_I04477,GWK60_I04477,ORF,1
GWK60_I04499,GWK60_I04499,ORF,11
GWK60_I04543,GWK60_I04543,ORF,0
GWK60_I04565,GWK60_I04565,ORF,0
GWK60_I04587,GWK60_I04587,ORF,15
GWK60_I04609,GWK60_I04609,ORF,5
GWK60_I04631,GWK60_I04631,ORF,3
GWK60_I04653,GWK60_I04653,ORF,0
GWK60_I04675,GWK60_I04675,ORF,1
GWK60_I04697,GWK60_I04697,ORF,7
GWK60_I04719,GWK60_I04719,ORF,1
GWK60_I04741,GWK60_I04741,ORF,3
GWK60_I04763,GWK60_I04763,ORF,1
GWK60_I04785,GWK60_I04785,ORF,11
GWK60_I04807,GWK60_I04807,ORF,2
GWK60_I04829,GWK60_I04829,ORF,0
GWK60_I04851,GWK60_I04851,ORF,0
GWK60_I04873,GWK60_I04873,ORF,0
GWK60_I04895,GWK60_I04895,ORF,4
GWK60_I04917,GWK60_I04917,ORF,3
GWK60_I04939,GWK60_I04939,ORF,4
GWK60_I04961,GWK60_I04961,ORF,6
GWK60_I04983,GWK60_I04983,ORF,8
GWK60_I05005,GWK60_I05005,ORF,7
GWK60_I05027,GWK60_I05027,ORF,3
GWK60_I05049,GWK60_I05049,ORF,1
GWK60_I05071,GWK60_I05071,ORF,0
GWK60_I05093,GWK60_I05093,ORF,9
GWK60_I05115,GWK60_I05115,ORF,1
GWK60_I05137,GWK60_I05137,ORF,2
GWK60_I05159,GWK60_I05159,ORF,0
GWK60_I05181,GWK60_I05181,ORF,1
GWK60_I05203,GWK60_I05203,ORF,3
GWK60_I05225,GWK60_I05225,ORF,13
GWK60_I05247,GWK60_I05247,ORF,3
GWK60_I05269,GWK60_I05269,ORF,2
GWK60_I05291,GWK60_I05291,ORF,1
GWK60_I05313,GWK60_I05313,ORF,3
GWK60_I05335,GWK60_I05335,ORF,6
GWK60_I05357,GWK60_I05357,ORF,1
GWK60_I05379,GWK60_I05379,ORF,14
GWK60_I05401,GWK60_I05401,ORF,0
GWK60_I05423,GWK60_I05423,ORF,3
GWK60_I05467,GWK60_I05467,ORF,1
GWK60_I05489,GWK60_I05489,ORF,5
GWK60_I05511,GWK60_I05511,ORF,5
GWK60_I05555,GWK60_I05555,ORF,4
GWK60_I05599,PWP7,ORF,23
GWK60_I05621,GWK60_I05621,ORF,10
GWK60_I05643,PWP3,ORF,6
GWK60_I05665,PWP1,ORF,16
GWK60_I05687,GWK60_I05687,ORF,1
GWK60_I05709,PWP2,ORF,2
GWK60_I05731,GWK60_I05731,ORF,1
GWK60_I05753,NDC10,ORF,0
GWK60_I05775,PWP5,ORF,1
GWK60_I05797,PWP4,ORF,6
GWK60_I05819,TPO3,ORF,3
GWK60_I05841,GWK60_I05841,ORF,0
GWK60_I05863,GWK60_I05863,ORF,4
GWK60_I05885,PEX4,ORF,1
GWK60_I05907,GWK60_I05907,ORF,6
GWK60_I05929,GWK60_I05929,ORF,6
GWK60_I05951,GWK60_I05951,ORF,2
GWK60_I05973,GWK60_I05973,ORF,0
GWK60_I05995,GWK60_I05995,ORF,0
GWK60_I06017,GWK60_I06017,ORF,3
GWK60_I06039,GWK60_I06039,ORF,2
GWK60_I06061,GWK60_I06061,ORF,2
GWK60_I06083,ASN2,ORF,0
GWK60_I06105,GWK60_I06105,ORF,0
GWK60_I06149,GWK60_I06149,ORF,1
GWK60_I06171,GWK60_I06171,ORF,6
GWK60_I06193,MCM1,ORF,1
GWK60_I06215,GWK60_I06215,ORF,8
GWK60_I06237,GWK60_I06237,ORF,0
GWK60_I06259,GWK60_I06259,ORF,2
GWK60_I06303,PEX25,ORF,3
GWK60_I06325,GWK60_I06325,ORF,4
GWK60_I06347,GWK60_I06347,ORF,0
GWK60_I06369,YCA1,ORF,3
GWK60_I06391,GWK60_I06391,ORF,2
GWK60_I06413,GWK60_I06413,ORF,4
GWK60_I06435,EPA4,ORF,0
GWK60_I06457,EPA5,ORF,0
GWK60_J00011,GWK60_J00011,ORF,0
GWK60_J00055,GWK60_J00055,ORF,0
GWK60_J00077,GWK60_J00077,ORF,2
GWK60_J00099,GWK60_J00099,ORF,0
GWK60_J00143,GWK60_J00143,ORF,6
GWK60_J00165,GWK60_J00165,ORF,1
GWK60_J00187,GWK60_J00187,ORF,0
GWK60_J00209,GWK60_J00209,ORF,1
GWK60_J00231,GWK60_J00231,ORF,0
GWK60_J00253,GWK60_J00253,ORF,5
GWK60_J00275,GWK60_J00275,ORF,0
GWK60_J00297,GWK60_J00297,ORF,5
GWK60_J00319,COX6,ORF,0
GWK60_J00341,GWK60_J00341,ORF,3
GWK60_J00363,GWK60_J00363,ORF,1
GWK60_J00385,GWK60_J00385,ORF,5
GWK60_J00407,GWK60_J00407,ORF,2
GWK60_J00429,SLT2,ORF,9
GWK60_J00451,GWK60_J00451,ORF,2
GWK60_J00473,GWK60_J00473,ORF,4
GWK60_J00495,GWK60_J00495,ORF,0
GWK60_J00517,GWK60_J00517,ORF,0
GWK60_J00539,GWK60_J00539,ORF,0
GWK60_J00561,GWK60_J00561,ORF,0
GWK60_J00583,GWK60_J00583,ORF,6
GWK60_J00605,GWK60_J00605,ORF,2
GWK60_J00627,GWK60_J00627,ORF,0
GWK60_J00649,GWK60_J00649,ORF,1
GWK60_J00671,GWK60_J00671,ORF,1
GWK60_J00693,GWK60_J00693,ORF,11
GWK60_J00715,GWK60_J00715,ORF,6
GWK60_J00737,GWK60_J00737,ORF,15
GWK60_J00759,GWK60_J00759,ORF,0
GWK60_J00781,GWK60_J00781,ORF,1
GWK60_J00803,GWK60_J00803,ORF,0
GWK60_J00825,GWK60_J00825,ORF,0
GWK60_J00847,GWK60_J00847,ORF,0
GWK60_J00869,GWK60_J00869,ORF,0
GWK60_J00913,GWK60_J00913,ORF,3
GWK60_J00935,GWK60_J00935,ORF,2
GWK60_J00957,GWK60_J00957,ORF,0
GWK60_J00979,GWK60_J00979,ORF,0
GWK60_J01001,GWK60_J01001,ORF,1
GWK60_J01023,GWK60_J01023,ORF,2
GWK60_J01067,GWK60_J01067,ORF,4
GWK60_J01089,GWK60_J01089,ORF,0
GWK60_J01111,GWK60_J01111,ORF,8
GWK60_J01133,GWK60_J01133,ORF,1
GWK60_J01155,CTF13,ORF,0
GWK60_J01177,GWK60_J01177,ORF,0
GWK60_J01199,AIP1,ORF,7
GWK60_J01221,GWK60_J01221,ORF,0
GWK60_J01243,GWK60_J01243,ORF,3
GWK60_J01265,GWK60_J01265,ORF,6
GWK60_J01287,GWK60_J01287,ORF,2
GWK60_J01309,GWK60_J01309,ORF,9
GWK60_J01331,GWK60_J01331,ORF,5
GWK60_J01353,GWK60_J01353,ORF,11
GWK60_J01375,GWK60_J01375,ORF,4
GWK60_J01397,GWK60_J01397,ORF,19
GWK60_J01419,GWK60_J01419,ORF,1
GWK60_J01441,GWK60_J01441,ORF,7
GWK60_J01485,GLM6,ORF,2
GWK60_J01529,GWK60_J01529,ORF,4
GWK60_J01551,GWK60_J01551,ORF,2
GWK60_J01595,GWK60_J01595,ORF,23
GWK60_J01639,GWK60_J01639,ORF,90
GWK60_J01661,GWK60_J01661,ORF,12
GWK60_J01705,GWK60_J01705,ORF,0
GWK60_J01727,GWK60_J01727,ORF,16
GWK60_J01749,PAN1,ORF,4
GWK60_J01771,GWK60_J01771,ORF,1
GWK60_J01793,GWK60_J01793,ORF,5
GWK60_J01815,GWK60_J01815,ORF,9
GWK60_J01837,GWK60_J01837,ORF,11
GWK60_J01859,GWK60_J01859,ORF,3
GWK60_J01881,GWK60_J01881,ORF,13
GWK60_J01903,GWK60_J01903,ORF,0
GWK60_J01925,GWK60_J01925,ORF,14
GWK60_J01947,GWK60_J01947,ORF,0
GWK60_J01969,GWK60_J01969,ORF,1
GWK60_J01991,GWK60_J01991,ORF,43
GWK60_J02013,GWK60_J02013,ORF,50
GWK60_J02035,GWK60_J02035,ORF,18
GWK60_J02057,GWK60_J02057,ORF,1
GWK60_J02079,GWK60_J02079,ORF,0
GWK60_J02101,GWK60_J02101,ORF,7
GWK60_J02123,BAR1,ORF,15
GWK60_J02145,GWK60_J02145,ORF,9
GWK60_J02167,GWK60_J02167,ORF,0
GWK60_J02189,GWK60_J02189,ORF,18
GWK60_J02211,GWK60_J02211,ORF,4
GWK60_J02233,GWK60_J02233,ORF,4
GWK60_J02255,GWK60_J02255,ORF,0
GWK60_J02277,GWK60_J02277,ORF,1
GWK60_J02299,GWK60_J02299,ORF,6
GWK60_J02321,GWK60_J02321,ORF,20
GWK60_J02343,AWP1,ORF,13
GWK60_J02365,GWK60_J02365,ORF,13
GWK60_J02387,GWK60_J02387,ORF,11
GWK60_J02431,GWK60_J02431,ORF,1
GWK60_J02453,GWK60_J02453,ORF,0
GWK60_J02475,IRC5,ORF,3
GWK60_J02497,GWK60_J02497,ORF,1
GWK60_J02519,GWK60_J02519,ORF,1
GWK60_J02541,GWK60_J02541,ORF,6
GWK60_J02563,GWK60_J02563,ORF,7
GWK60_J02607,GWK60_J02607,ORF,0
GWK60_J02629,GWK60_J02629,ORF,10
GWK60_J02651,GWK60_J02651,ORF,0
GWK60_J02673,GWK60_J02673,ORF,11
GWK60_J02695,HOM3,ORF,1
GWK60_J02717,GWK60_J02717,ORF,10
GWK60_J02739,PET117,ORF,4
GWK60_J02761,FCY2,ORF,16
GWK60_J02783,GWK60_J02783,ORF,2
GWK60_J02805,GWK60_J02805,ORF,1
GWK60_J02827,GWK60_J02827,ORF,3
GWK60_J02849,GWK60_J02849,ORF,11
GWK60_J02871,GWK60_J02871,ORF,10
GWK60_J02893,GWK60_J02893,ORF,1
GWK60_J02915,GWK60_J02915,ORF,3
GWK60_J02937,GWK60_J02937,ORF,0
GWK60_J02959,GWK60_J02959,ORF,0
GWK60_J02981,GWK60_J02981,ORF,0
GWK60_J03003,ALD5,ORF,5
GWK60_J03025,GWK60_J03025,ORF,0
GWK60_J03047,GWK60_J03047,ORF,0
GWK60_J03069,GWK60_J03069,ORF,7
GWK60_J03091,GWK60_J03091,ORF,8
GWK60_J03113,GWK60_J03113,ORF,2
GWK60_J03135,FMP29,ORF,4
GWK60_J03157,GWK60_J03157,ORF,0
GWK60_J03179,GET2,ORF,0
GWK60_J03201,GWK60_J03201,ORF,1
GWK60_J03245,GWK60_J03245,ORF,6
GWK60_J03267,HDA1,ORF,2
GWK60_J03289,GWK60_J03289,ORF,1
GWK60_J03311,GWK60_J03311,ORF,0
GWK60_J03333,GWK60_J03333,ORF,1
GWK60_J03355,GWK60_J03355,ORF,1
GWK60_J03377,GWK60_J03377,ORF,5
GWK60_J03399,GWK60_J03399,ORF,2
GWK60_J03421,GWK60_J03421,ORF,7
GWK60_J03443,GWK60_J03443,ORF,1
GWK60_J03465,GWK60_J03465,ORF,0
GWK60_J03487,GWK60_J03487,ORF,3
GWK60_J03509,GWK60_J03509,ORF,0
GWK60_J03531,GWK60_J03531,ORF,0
GWK60_J03553,GWK60_J03553,ORF,1
GWK60_J03575,MET7,ORF,0
GWK60_J03597,GWK60_J03597,ORF,0
GWK60_J03619,GWK60_J03619,ORF,2
GWK60_J03641,MKK1,ORF,0
GWK60_J03663,MGE1,ORF,1
GWK60_J03685,GWK60_J03685,ORF,12
GWK60_J03707,GWK60_J03707,ORF,0
GWK60_J03729,GWK60_J03729,ORF,1
GWK60_J03751,GWK60_J03751,ORF,1
GWK60_J03773,GWK60_J03773,ORF,6
GWK60_J03795,GWK60_J03795,ORF,2
GWK60_J03817,GWK60_J03817,ORF,2
GWK60_J03839,GWK60_J03839,ORF,6
GWK60_J03861,GWK60_J03861,ORF,1
GWK60_J03883,GWK60_J03883,ORF,0
GWK60_J03905,GWK60_J03905,ORF,4
GWK60_J03927,GWK60_J03927,ORF,4
GWK60_J03949,GWK60_J03949,ORF,2
GWK60_J03971,RCN2,ORF,1
GWK60_J03993,GWK60_J03993,ORF,3
GWK60_J04015,HSP12,ORF,2
GWK60_J04037,GWK60_J04037,ORF,3
GWK60_J04059,GWK60_J04059,ORF,3
GWK60_J04081,GWK60_J04081,ORF,7
GWK60_J04103,GWK60_J04103,ORF,0
GWK60_J04125,GWK60_J04125,ORF,5
GWK60_J04147,GWK60_J04147,ORF,1
GWK60_J04169,GWK60_J04169,ORF,3
GWK60_J04191,GWK60_J04191,ORF,0
GWK60_J04213,GWK60_J04213,ORF,0
GWK60_J04235,GWK60_J04235,ORF,0
GWK60_J04257,GWK60_J04257,ORF,1
GWK60_J04279,GWK60_J04279,ORF,1
GWK60_J04301,GWK60_J04301,ORF,0
GWK60_J04323,GWK60_J04323,ORF,2
GWK60_J04345,GWK60_J04345,ORF,4
GWK60_J04367,GWK60_J04367,ORF,3
GWK60_J04389,GWK60_J04389,ORF,4
GWK60_J04411,GWK60_J04411,ORF,1
GWK60_J04433,GWK60_J04433,ORF,1
GWK60_J04455,GWK60_J04455,ORF,8
GWK60_J04477,GWK60_J04477,ORF,1
GWK60_J04499,ATG17,ORF,0
GWK60_J04521,GWK60_J04521,ORF,1
GWK60_J04565,GWK60_J04565,ORF,0
GWK60_J04587,GWK60_J04587,ORF,0
